Format Version,1.23,Take Name,rec4,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-12-18 04.41.51.694 PM,Total Frames in Take,7268,Total Exported Frames,7268,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F","636DE25121A511EAA8B64249E5500F9F"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,
256,2.133333,0.004877,0.997452,-0.020964,0.068013,-1.605934,1.325933,0.141918,0.001527
257,2.141667,0.004749,0.997442,-0.021230,0.068085,-1.605976,1.325959,0.141898,0.001537
258,2.150000,0.004696,0.997436,-0.021409,0.068128,-1.605985,1.325971,0.141899,0.001545
259,2.158333,0.004979,0.997452,-0.020877,0.068040,-1.605931,1.325925,0.141924,0.001531
260,2.166667,0.004699,0.997434,-0.021461,0.068133,-1.605989,1.325972,0.141898,0.001541
261,2.175000,0.004815,0.997445,-0.021186,0.068051,-1.605959,1.325953,0.141907,0.001529
262,2.183333,0.004919,0.997447,-0.021008,0.068067,-1.605943,1.325934,0.141918,0.001528
263,2.191667,0.004845,0.997445,-0.021120,0.068080,-1.605955,1.325949,0.141915,0.001535
264,2.200000,0.004866,0.997446,-0.021057,0.068076,-1.605956,1.325944,0.141916,0.001537
265,2.208333,0.004772,0.997441,-0.021261,0.068087,-1.605969,1.325962,0.141903,0.001536
266,2.216667,0.004719,0.997437,-0.021367,0.068120,-1.605982,1.325968,0.141901,0.001541
267,2.225000,0.004879,0.997447,-0.021035,0.068068,-1.605947,1.325938,0.141915,0.001533
268,2.233333,0.004902,0.997449,-0.020966,0.068053,-1.605938,1.325937,0.141916,0.001527
269,2.241667,0.004851,0.997446,-0.021093,0.068070,-1.605951,1.325943,0.141909,0.001533
270,2.250000,0.005085,0.997459,-0.020594,0.068011,-1.605916,1.325902,0.141928,0.001519
271,2.258333,0.005027,0.997455,-0.020775,0.068024,-1.605924,1.325918,0.141926,0.001529
272,2.266667,0.005035,0.997454,-0.020777,0.068039,-1.605925,1.325917,0.141921,0.001525
273,2.275000,0.004755,0.997439,-0.021289,0.068110,-1.605968,1.325959,0.141898,0.001538
274,2.283333,0.004977,0.997452,-0.020819,0.068047,-1.605933,1.325925,0.141916,0.001527
275,2.291667,0.004918,0.997449,-0.020964,0.068052,-1.605932,1.325931,0.141916,0.001529
276,2.300000,0.004903,0.997447,-0.021004,0.068073,-1.605944,1.325933,0.141909,0.001532
277,2.308333,0.004943,0.997451,-0.020896,0.068044,-1.605933,1.325927,0.141910,0.001527
278,2.316667,0.004761,0.997437,-0.021321,0.068138,-1.605983,1.325967,0.141891,0.001538
279,2.325000,0.004892,0.997449,-0.020951,0.068069,-1.605951,1.325934,0.141910,0.001534
280,2.333333,0.004741,0.997440,-0.021320,0.068099,-1.605973,1.325965,0.141895,0.001533
281,2.341667,0.004829,0.997444,-0.021162,0.068076,-1.605959,1.325945,0.141900,0.001527
282,2.350000,0.004833,0.997443,-0.021124,0.068099,-1.605962,1.325945,0.141903,0.001531
283,2.358333,0.005015,0.997452,-0.020777,0.068059,-1.605936,1.325921,0.141921,0.001532
284,2.366667,0.004831,0.997443,-0.021173,0.068089,-1.605967,1.325954,0.141900,0.001533
285,2.375000,0.004829,0.997444,-0.021108,0.068089,-1.605958,1.325946,0.141909,0.001536
286,2.383333,0.004727,0.997439,-0.021326,0.068108,-1.605985,1.325966,0.141902,0.001543
287,2.391667,0.004637,0.997433,-0.021517,0.068141,-1.605996,1.325980,0.141888,0.001541
288,2.400000,0.004722,0.997439,-0.021336,0.068095,-1.605983,1.325966,0.141901,0.001544
289,2.408333,0.005071,0.997461,-0.020557,0.067994,-1.605916,1.325900,0.141930,0.001520
290,2.416667,0.004996,0.997454,-0.020792,0.068038,-1.605930,1.325917,0.141919,0.001522
291,2.425000,0.004870,0.997449,-0.021009,0.068050,-1.605951,1.325939,0.141915,0.001532
292,2.433333,0.004787,0.997442,-0.021225,0.068091,-1.605968,1.325954,0.141904,0.001534
293,2.441667,0.004859,0.997450,-0.020990,0.068041,-1.605943,1.325933,0.141922,0.001536
294,2.450000,0.004983,0.997456,-0.020750,0.068013,-1.605928,1.325917,0.141922,0.001523
295,2.458333,0.005067,0.997459,-0.020623,0.068002,-1.605919,1.325904,0.141931,0.001523
296,2.466667,0.004841,0.997442,-0.021184,0.068095,-1.605962,1.325952,0.141908,0.001536
297,2.475000,0.005066,0.997460,-0.020634,0.067988,-1.605914,1.325906,0.141921,0.001515
298,2.483333,0.004872,0.997449,-0.021023,0.068046,-1.605944,1.325940,0.141911,0.001527
299,2.491667,0.004856,0.997448,-0.021040,0.068060,-1.605959,1.325943,0.141905,0.001531
300,2.500000,0.004737,0.997439,-0.021300,0.068109,-1.605977,1.325960,0.141901,0.001541
301,2.508333,0.004926,0.997450,-0.020924,0.068063,-1.605950,1.325931,0.141909,0.001530
302,2.516667,0.004882,0.997445,-0.021078,0.068086,-1.605951,1.325946,0.141908,0.001533
303,2.525000,0.004796,0.997439,-0.021288,0.068109,-1.605977,1.325963,0.141894,0.001534
304,2.533333,0.004913,0.997449,-0.020907,0.068076,-1.605950,1.325933,0.141918,0.001541
305,2.541667,0.004835,0.997445,-0.021117,0.068072,-1.605961,1.325947,0.141906,0.001531
306,2.550000,0.004928,0.997448,-0.020992,0.068059,-1.605949,1.325935,0.141908,0.001529
307,2.558333,0.004856,0.997443,-0.021123,0.068101,-1.605961,1.325946,0.141910,0.001541
308,2.566667,0.004828,0.997447,-0.021084,0.068051,-1.605948,1.325940,0.141906,0.001526
309,2.575000,0.004964,0.997454,-0.020818,0.068032,-1.605929,1.325923,0.141920,0.001526
310,2.583333,0.004805,0.997445,-0.021178,0.068063,-1.605956,1.325953,0.141907,0.001528
311,2.591667,0.005076,0.997457,-0.020674,0.068023,-1.605914,1.325907,0.141926,0.001522
312,2.600000,0.004983,0.997454,-0.020781,0.068034,-1.605928,1.325916,0.141923,0.001527
313,2.608333,0.004778,0.997439,-0.021271,0.068126,-1.605978,1.325963,0.141902,0.001539
314,2.616667,0.004920,0.997447,-0.021018,0.068074,-1.605941,1.325933,0.141915,0.001532
315,2.625000,0.004859,0.997446,-0.021082,0.068076,-1.605955,1.325944,0.141910,0.001530
316,2.633333,0.004962,0.997450,-0.020885,0.068058,-1.605936,1.325927,0.141921,0.001526
317,2.641667,0.004880,0.997446,-0.021062,0.068069,-1.605944,1.325937,0.141918,0.001530
318,2.650000,0.005062,0.997458,-0.020677,0.067998,-1.605918,1.325910,0.141927,0.001520
319,2.658333,0.004784,0.997438,-0.021261,0.068131,-1.605969,1.325959,0.141907,0.001541
320,2.666667,0.004893,0.997446,-0.021057,0.068069,-1.605950,1.325941,0.141911,0.001529
321,2.675000,0.004974,0.997451,-0.020824,0.068074,-1.605941,1.325923,0.141917,0.001526
322,2.683333,0.004955,0.997449,-0.020974,0.068055,-1.605939,1.325935,0.141918,0.001523
323,2.691667,0.004945,0.997450,-0.020894,0.068061,-1.605942,1.325930,0.141922,0.001534
324,2.700000,0.004916,0.997448,-0.020982,0.068063,-1.605943,1.325930,0.141919,0.001529
325,2.708333,0.005158,0.997461,-0.020488,0.068011,-1.605910,1.325893,0.141931,0.001519
326,2.716667,0.004829,0.997445,-0.021117,0.068079,-1.605962,1.325948,0.141913,0.001535
327,2.725000,0.004962,0.997451,-0.020906,0.068036,-1.605932,1.325923,0.141924,0.001527
328,2.733333,0.005003,0.997453,-0.020810,0.068035,-1.605930,1.325915,0.141926,0.001526
329,2.741667,0.005011,0.997456,-0.020738,0.068021,-1.605923,1.325912,0.141925,0.001523
330,2.750000,0.005162,0.997461,-0.020546,0.067991,-1.605909,1.325894,0.141927,0.001513
331,2.758333,0.004898,0.997447,-0.021025,0.068073,-1.605948,1.325939,0.141916,0.001531
332,2.766667,0.004826,0.997442,-0.021175,0.068102,-1.605973,1.325953,0.141906,0.001536
333,2.775000,0.004949,0.997450,-0.020906,0.068061,-1.605942,1.325925,0.141922,0.001530
334,2.783333,0.004961,0.997450,-0.020933,0.068045,-1.605937,1.325932,0.141926,0.001529
335,2.791667,0.004945,0.997450,-0.020910,0.068058,-1.605949,1.325930,0.141919,0.001531
336,2.800000,0.005054,0.997454,-0.020714,0.068053,-1.605934,1.325909,0.141929,0.001531
337,2.808333,0.004973,0.997452,-0.020842,0.068048,-1.605939,1.325923,0.141921,0.001528
338,2.816667,0.004897,0.997450,-0.020975,0.068040,-1.605945,1.325933,0.141919,0.001528
339,2.825000,0.004789,0.997443,-0.021192,0.068089,-1.605970,1.325953,0.141903,0.001529
340,2.833333,0.004816,0.997441,-0.021231,0.068093,-1.605975,1.325956,0.141904,0.001536
341,2.841667,0.005014,0.997456,-0.020761,0.068008,-1.605931,1.325912,0.141918,0.001520
342,2.850000,0.004769,0.997438,-0.021335,0.068109,-1.605985,1.325965,0.141901,0.001540
343,2.858333,0.004999,0.997453,-0.020786,0.068051,-1.605941,1.325916,0.141922,0.001527
344,2.866667,0.005050,0.997455,-0.020742,0.068029,-1.605932,1.325915,0.141921,0.001523
345,2.875000,0.005231,0.997466,-0.020349,0.067975,-1.605896,1.325882,0.141938,0.001514
346,2.883333,0.004737,0.997438,-0.021328,0.068115,-1.605986,1.325964,0.141898,0.001539
347,2.891667,0.004960,0.997453,-0.020825,0.068037,-1.605939,1.325921,0.141918,0.001527
348,2.900000,0.004984,0.997454,-0.020806,0.068029,-1.605937,1.325922,0.141918,0.001524
349,2.908333,0.004771,0.997435,-0.021361,0.068144,-1.605983,1.325971,0.141898,0.001544
350,2.916667,0.004922,0.997449,-0.020975,0.068059,-1.605948,1.325934,0.141912,0.001531
351,2.925000,0.005072,0.997455,-0.020739,0.068028,-1.605922,1.325909,0.141920,0.001524
352,2.933333,0.004712,0.997438,-0.021344,0.068118,-1.605982,1.325968,0.141892,0.001538
353,2.941667,0.004966,0.997451,-0.020876,0.068052,-1.605934,1.325928,0.141913,0.001526
354,2.950000,0.004935,0.997451,-0.020919,0.068037,-1.605935,1.325930,0.141916,0.001528
355,2.958333,0.004923,0.997451,-0.020950,0.068038,-1.605937,1.325935,0.141915,0.001525
356,2.966667,0.004962,0.997455,-0.020797,0.068022,-1.605928,1.325923,0.141923,0.001522
357,2.975000,0.004883,0.997449,-0.021012,0.068053,-1.605947,1.325940,0.141920,0.001532
358,2.983333,0.005051,0.997456,-0.020708,0.068017,-1.605911,1.325910,0.141932,0.001523
359,2.991667,0.005040,0.997454,-0.020730,0.068044,-1.605925,1.325916,0.141930,0.001529
360,3.000000,0.004957,0.997451,-0.020902,0.068044,-1.605933,1.325927,0.141926,0.001529
361,3.008333,0.005068,0.997456,-0.020683,0.068028,-1.605920,1.325912,0.141929,0.001523
362,3.016667,0.004972,0.997451,-0.020896,0.068050,-1.605940,1.325928,0.141917,0.001525
363,3.025000,0.004712,0.997438,-0.021338,0.068110,-1.605983,1.325970,0.141903,0.001541
364,3.033333,0.004868,0.997443,-0.021135,0.068094,-1.605958,1.325951,0.141907,0.001532
365,3.041667,0.004728,0.997441,-0.021274,0.068099,-1.605973,1.325963,0.141905,0.001539
366,3.050000,0.004822,0.997439,-0.021209,0.068137,-1.605975,1.325957,0.141900,0.001542
367,3.058333,0.004827,0.997440,-0.021242,0.068117,-1.605973,1.325961,0.141900,0.001537
368,3.066667,0.004888,0.997449,-0.020983,0.068048,-1.605942,1.325941,0.141916,0.001531
369,3.075000,0.005052,0.997454,-0.020729,0.068045,-1.605919,1.325918,0.141924,0.001524
370,3.083333,0.004863,0.997444,-0.021081,0.068100,-1.605961,1.325946,0.141904,0.001534
371,3.091667,0.004770,0.997438,-0.021307,0.068125,-1.605974,1.325965,0.141899,0.001544
372,3.100000,0.004822,0.997441,-0.021165,0.068119,-1.605959,1.325953,0.141901,0.001539
373,3.108333,0.005023,0.997454,-0.020796,0.068034,-1.605922,1.325924,0.141920,0.001525
374,3.116667,0.004794,0.997440,-0.021235,0.068118,-1.605969,1.325964,0.141901,0.001540
375,3.125000,0.004922,0.997446,-0.020992,0.068088,-1.605942,1.325940,0.141913,0.001534
376,3.133333,0.004797,0.997440,-0.021235,0.068115,-1.605964,1.325957,0.141907,0.001543
377,3.141667,0.004789,0.997443,-0.021246,0.068075,-1.605957,1.325956,0.141905,0.001531
378,3.150000,0.004962,0.997451,-0.020875,0.068052,-1.605936,1.325930,0.141921,0.001532
379,3.158333,0.004841,0.997442,-0.021121,0.068118,-1.605963,1.325950,0.141910,0.001539
380,3.166667,0.004874,0.997446,-0.021008,0.068085,-1.605950,1.325941,0.141913,0.001528
381,3.175000,0.004930,0.997447,-0.021014,0.068073,-1.605941,1.325938,0.141916,0.001531
382,3.183333,0.004626,0.997432,-0.021553,0.068140,-1.605993,1.325987,0.141894,0.001545
383,3.191667,0.005091,0.997459,-0.020582,0.068009,-1.605912,1.325902,0.141931,0.001523
384,3.200000,0.004880,0.997449,-0.021017,0.068047,-1.605942,1.325934,0.141922,0.001530
385,3.208333,0.004671,0.997437,-0.021380,0.068119,-1.605983,1.325972,0.141902,0.001538
386,3.216667,0.004903,0.997448,-0.020999,0.068070,-1.605953,1.325940,0.141920,0.001536
387,3.225000,0.004828,0.997440,-0.021222,0.068122,-1.605968,1.325954,0.141912,0.001540
388,3.233333,0.004748,0.997437,-0.021348,0.068125,-1.605970,1.325966,0.141904,0.001537
389,3.241667,0.004813,0.997444,-0.021114,0.068087,-1.605960,1.325945,0.141914,0.001538
390,3.250000,0.004863,0.997446,-0.021039,0.068076,-1.605959,1.325943,0.141909,0.001528
391,3.258333,0.004968,0.997450,-0.020893,0.068067,-1.605938,1.325927,0.141923,0.001535
392,3.266667,0.004760,0.997440,-0.021297,0.068098,-1.605968,1.325958,0.141902,0.001536
393,3.275000,0.005162,0.997462,-0.020476,0.067993,-1.605900,1.325891,0.141933,0.001516
394,3.283333,0.005099,0.997457,-0.020618,0.068034,-1.605917,1.325901,0.141925,0.001522
395,3.291667,0.004961,0.997455,-0.020796,0.068020,-1.605929,1.325920,0.141924,0.001528
396,3.300000,0.005144,0.997464,-0.020441,0.067981,-1.605896,1.325887,0.141932,0.001518
397,3.308333,0.005091,0.997457,-0.020637,0.068029,-1.605919,1.325907,0.141923,0.001520
398,3.316667,0.005081,0.997459,-0.020652,0.067997,-1.605906,1.325906,0.141925,0.001520
399,3.325000,0.005123,0.997460,-0.020602,0.068000,-1.605910,1.325906,0.141924,0.001513
400,3.333333,0.005167,0.997460,-0.020522,0.068008,-1.605900,1.325892,0.141930,0.001517
401,3.341667,0.005063,0.997455,-0.020733,0.068032,-1.605916,1.325907,0.141923,0.001522
402,3.350000,0.004963,0.997453,-0.020830,0.068040,-1.605934,1.325922,0.141920,0.001528
403,3.358333,0.004732,0.997435,-0.021384,0.068141,-1.605978,1.325971,0.141896,0.001539
404,3.366667,0.005000,0.997453,-0.020794,0.068040,-1.605921,1.325918,0.141925,0.001525
405,3.375000,0.004712,0.997437,-0.021393,0.068122,-1.605982,1.325974,0.141898,0.001542
406,3.383333,0.004818,0.997445,-0.021175,0.068061,-1.605953,1.325945,0.141906,0.001527
407,3.391667,0.004939,0.997450,-0.020948,0.068053,-1.605934,1.325923,0.141921,0.001527
408,3.400000,0.005058,0.997455,-0.020734,0.068033,-1.605920,1.325909,0.141925,0.001525
409,3.408333,0.005003,0.997452,-0.020828,0.068055,-1.605932,1.325917,0.141924,0.001528
410,3.416667,0.005076,0.997456,-0.020682,0.068033,-1.605911,1.325909,0.141928,0.001522
411,3.425000,0.004935,0.997450,-0.020927,0.068060,-1.605934,1.325930,0.141922,0.001533
412,3.433333,0.004903,0.997449,-0.020983,0.068055,-1.605934,1.325929,0.141917,0.001524
413,3.441667,0.004751,0.997439,-0.021262,0.068119,-1.605972,1.325956,0.141906,0.001540
414,3.450000,0.004847,0.997445,-0.021110,0.068073,-1.605949,1.325952,0.141908,0.001529
415,3.458333,0.004892,0.997447,-0.021042,0.068067,-1.605945,1.325938,0.141914,0.001533
416,3.466667,0.004867,0.997445,-0.021052,0.068087,-1.605958,1.325944,0.141903,0.001536
417,3.475000,0.004949,0.997451,-0.020877,0.068056,-1.605938,1.325923,0.141914,0.001534
418,3.483333,0.004858,0.997445,-0.021099,0.068079,-1.605952,1.325945,0.141894,0.001532
419,3.491667,0.004973,0.997449,-0.020960,0.068055,-1.605940,1.325935,0.141897,0.001527
420,3.500000,0.005092,0.997459,-0.020632,0.067995,-1.605914,1.325906,0.141910,0.001522
421,3.508333,0.004929,0.997451,-0.020876,0.068053,-1.605937,1.325926,0.141894,0.001525
422,3.516667,0.004781,0.997441,-0.021272,0.068094,-1.605972,1.325960,0.141880,0.001538
423,3.525000,0.004952,0.997449,-0.020932,0.068060,-1.605942,1.325935,0.141893,0.001529
424,3.533333,0.004888,0.997448,-0.020996,0.068061,-1.605941,1.325936,0.141895,0.001527
425,3.541667,0.004767,0.997437,-0.021307,0.068134,-1.605972,1.325958,0.141884,0.001540
426,3.550000,0.004962,0.997447,-0.020953,0.068086,-1.605949,1.325931,0.141903,0.001533
427,3.558333,0.005096,0.997455,-0.020699,0.068043,-1.605926,1.325915,0.141909,0.001525
428,3.566667,0.005010,0.997454,-0.020790,0.068034,-1.605933,1.325920,0.141910,0.001525
429,3.575000,0.004663,0.997433,-0.021489,0.068151,-1.605986,1.325973,0.141885,0.001539
430,3.583333,0.005003,0.997453,-0.020812,0.068039,-1.605935,1.325916,0.141916,0.001528
431,3.591667,0.004909,0.997448,-0.021011,0.068053,-1.605944,1.325938,0.141914,0.001530
432,3.600000,0.005015,0.997452,-0.020793,0.068053,-1.605931,1.325919,0.141922,0.001527
433,3.608333,0.005075,0.997459,-0.020593,0.068015,-1.605912,1.325897,0.141935,0.001523
434,3.616667,0.005065,0.997459,-0.020621,0.068001,-1.605916,1.325901,0.141937,0.001525
435,3.625000,0.004898,0.997446,-0.021036,0.068077,-1.605956,1.325941,0.141918,0.001532
436,3.633333,0.004947,0.997451,-0.020879,0.068053,-1.605944,1.325926,0.141921,0.001526
437,3.641667,0.004871,0.997447,-0.021028,0.068069,-1.605962,1.325935,0.141920,0.001535
438,3.650000,0.004951,0.997452,-0.020876,0.068036,-1.605939,1.325922,0.141925,0.001527
439,3.658333,0.005034,0.997457,-0.020686,0.068015,-1.605924,1.325911,0.141929,0.001519
440,3.666667,0.005024,0.997456,-0.020778,0.068009,-1.605922,1.325923,0.141924,0.001521
441,3.675000,0.005111,0.997458,-0.020562,0.068030,-1.605922,1.325904,0.141926,0.001523
442,3.683333,0.004895,0.997449,-0.020962,0.068062,-1.605946,1.325932,0.141910,0.001531
443,3.691667,0.004884,0.997445,-0.021057,0.068093,-1.605960,1.325946,0.141903,0.001538
444,3.700000,0.005049,0.997454,-0.020772,0.068030,-1.605918,1.325920,0.141913,0.001523
445,3.708333,0.004785,0.997439,-0.021285,0.068118,-1.605975,1.325961,0.141883,0.001538
446,3.716667,0.004806,0.997442,-0.021225,0.068094,-1.605960,1.325952,0.141891,0.001536
447,3.725000,0.004766,0.997439,-0.021279,0.068114,-1.605969,1.325962,0.141887,0.001535
448,3.733333,0.004869,0.997444,-0.021131,0.068086,-1.605953,1.325956,0.141891,0.001532
449,3.741667,0.004648,0.997432,-0.021568,0.068129,-1.605988,1.325989,0.141875,0.001541
450,3.750000,0.005018,0.997455,-0.020745,0.068035,-1.605925,1.325915,0.141908,0.001527
451,3.758333,0.004970,0.997453,-0.020834,0.068040,-1.605930,1.325921,0.141911,0.001530
452,3.766667,0.004717,0.997437,-0.021374,0.068115,-1.605970,1.325970,0.141885,0.001534
453,3.775000,0.004695,0.997435,-0.021402,0.068138,-1.605988,1.325979,0.141886,0.001546
454,3.783333,0.004823,0.997443,-0.021155,0.068089,-1.605959,1.325947,0.141899,0.001535
455,3.791667,0.004861,0.997447,-0.021040,0.068071,-1.605946,1.325936,0.141904,0.001531
456,3.800000,0.004675,0.997433,-0.021518,0.068138,-1.605983,1.325985,0.141892,0.001538
457,3.808333,0.004783,0.997441,-0.021234,0.068105,-1.605972,1.325960,0.141908,0.001540
458,3.816667,0.005005,0.997453,-0.020785,0.068050,-1.605928,1.325920,0.141924,0.001526
459,3.825000,0.004764,0.997442,-0.021204,0.068102,-1.605964,1.325946,0.141910,0.001533
460,3.833333,0.004850,0.997447,-0.021034,0.068071,-1.605950,1.325938,0.141917,0.001531
461,3.841667,0.005038,0.997458,-0.020702,0.067992,-1.605915,1.325910,0.141934,0.001520
462,3.850000,0.004824,0.997447,-0.021046,0.068070,-1.605949,1.325940,0.141920,0.001537
463,3.858333,0.004922,0.997451,-0.020912,0.068052,-1.605948,1.325926,0.141918,0.001528
464,3.866667,0.004899,0.997450,-0.020913,0.068064,-1.605941,1.325928,0.141921,0.001532
465,3.875000,0.004710,0.997435,-0.021407,0.068140,-1.605989,1.325974,0.141897,0.001542
466,3.883333,0.004934,0.997451,-0.020896,0.068047,-1.605932,1.325924,0.141920,0.001529
467,3.891667,0.004963,0.997455,-0.020795,0.068021,-1.605927,1.325913,0.141921,0.001526
468,3.900000,0.004950,0.997450,-0.020876,0.068063,-1.605940,1.325923,0.141917,0.001535
469,3.908333,0.004955,0.997451,-0.020875,0.068057,-1.605937,1.325931,0.141908,0.001528
470,3.916667,0.005302,0.997469,-0.020186,0.067976,-1.605889,1.325872,0.141930,0.001513
471,3.925000,0.004912,0.997449,-0.020986,0.068059,-1.605952,1.325937,0.141898,0.001529
472,3.933333,0.005150,0.997461,-0.020512,0.068002,-1.605905,1.325899,0.141919,0.001520
473,3.941667,0.005184,0.997464,-0.020423,0.067984,-1.605897,1.325894,0.141925,0.001518
474,3.950000,0.005121,0.997457,-0.020661,0.068013,-1.605917,1.325909,0.141913,0.001523
475,3.958333,0.005003,0.997453,-0.020781,0.068042,-1.605932,1.325918,0.141907,0.001528
476,3.966667,0.005085,0.997458,-0.020650,0.068017,-1.605918,1.325904,0.141909,0.001521
477,3.975000,0.005152,0.997461,-0.020538,0.068002,-1.605906,1.325899,0.141921,0.001519
478,3.983333,0.004885,0.997444,-0.021078,0.068098,-1.605956,1.325945,0.141900,0.001539
479,3.991667,0.005017,0.997456,-0.020691,0.068029,-1.605921,1.325909,0.141912,0.001522
480,4.000000,0.004759,0.997445,-0.021162,0.068064,-1.605958,1.325949,0.141897,0.001530
481,4.008333,0.005020,0.997453,-0.020832,0.068037,-1.605927,1.325927,0.141914,0.001529
482,4.016667,0.004945,0.997452,-0.020882,0.068042,-1.605938,1.325933,0.141915,0.001529
483,4.025000,0.004866,0.997445,-0.021029,0.068094,-1.605967,1.325943,0.141902,0.001533
484,4.033333,0.005175,0.997466,-0.020359,0.067977,-1.605888,1.325877,0.141934,0.001515
485,4.041667,0.005080,0.997457,-0.020716,0.068002,-1.605916,1.325914,0.141922,0.001518
486,4.050000,0.004858,0.997444,-0.021119,0.068082,-1.605958,1.325949,0.141909,0.001533
487,4.058333,0.004890,0.997449,-0.020950,0.068066,-1.605942,1.325930,0.141916,0.001533
488,4.066667,0.005078,0.997459,-0.020617,0.068013,-1.605915,1.325898,0.141921,0.001523
489,4.075000,0.005014,0.997455,-0.020769,0.068016,-1.605927,1.325921,0.141913,0.001523
490,4.083333,0.004844,0.997443,-0.021167,0.068089,-1.605968,1.325953,0.141888,0.001532
491,4.091667,0.005133,0.997460,-0.020540,0.068016,-1.605923,1.325898,0.141908,0.001523
492,4.100000,0.004769,0.997440,-0.021240,0.068111,-1.605977,1.325958,0.141880,0.001543
493,4.108333,0.005235,0.997468,-0.020312,0.067954,-1.605890,1.325885,0.141911,0.001511
494,4.116667,0.005043,0.997456,-0.020679,0.068026,-1.605922,1.325917,0.141898,0.001525
495,4.125000,0.004930,0.997450,-0.020947,0.068052,-1.605948,1.325936,0.141884,0.001528
496,4.133333,0.005156,0.997460,-0.020473,0.068026,-1.605911,1.325894,0.141900,0.001522
497,4.141667,0.004845,0.997446,-0.021067,0.068082,-1.605963,1.325951,0.141872,0.001534
498,4.150000,0.004900,0.997449,-0.020995,0.068049,-1.605950,1.325944,0.141879,0.001526
499,4.158333,0.004898,0.997447,-0.021035,0.068067,-1.605962,1.325948,0.141873,0.001531
500,4.166667,0.004917,0.997449,-0.020960,0.068058,-1.605944,1.325937,0.141881,0.001531
501,4.175000,0.004771,0.997442,-0.021272,0.068078,-1.605960,1.325960,0.141876,0.001537
502,4.183333,0.005011,0.997451,-0.020856,0.068055,-1.605932,1.325933,0.141888,0.001532
503,4.191667,0.005316,0.997471,-0.020180,0.067941,-1.605869,1.325873,0.141917,0.001509
504,4.200000,0.005051,0.997455,-0.020734,0.068024,-1.605917,1.325916,0.141896,0.001526
505,4.208333,0.004768,0.997441,-0.021271,0.068085,-1.605965,1.325966,0.141882,0.001539
506,4.216667,0.004972,0.997451,-0.020877,0.068055,-1.605935,1.325931,0.141896,0.001527
