1,-0228,00404,08504,-0003,00013,00005
0,-0082,00471,10922,00005,-0009,00004
1,-0276,00376,08624,00003,00010,00006
0,-0130,00490,10862,-0001,-0011,-0003
1,-0204,00412,08536,-0001,00004,00008
0,-0169,00467,10896,00005,00001,-0018
1,-0336,00420,08500,-0008,00005,-0003
0,-0169,00411,10879,-0005,-0005,-0007
1,-0256,00452,08588,-0008,00011,00006
0,-0138,00474,10904,00002,00000,-0003
1,-0224,00576,08604,-0002,-0004,-0002
0,-0177,00453,10865,-0003,00015,00000
1,-0164,00260,08528,-0001,00009,00005
0,-0221,00527,10935,-0004,-0001,00003
1,-0196,00400,08428,00000,00013,-0002
0,-0137,00422,10886,00007,-0001,-0013
1,-0304,00408,08552,-0004,-0004,00002
0,-0177,00509,10964,-0007,-0016,00011
1,-0188,00332,08492,-0006,00009,00008
0,-0203,00469,10933,00004,00014,-0009
1,-0328,00352,08524,00001,00012,00003
0,-0175,00409,10823,00002,00003,00005
1,-0240,00396,08588,00007,00003,00003
0,-0195,00399,10928,00013,-0003,00014
1,-0268,00532,08624,-0002,00004,00003
0,-0211,00483,10942,-0009,-0013,00003
1,-0364,00352,08496,00008,00010,00008
0,-0274,00486,10874,-0007,00010,-0008
1,-0312,00404,08552,-0006,00013,00003
0,-0188,00463,10797,00000,-0003,00002
1,-0184,00380,08564,00001,00010,00004
0,-0107,00478,10869,-0006,-0012,00009
1,-0252,00380,08476,-0005,00005,00013
0,-0132,00459,10867,00002,00005,00000
1,-0272,00356,08480,00000,00003,00002
0,-0173,00458,10902,00017,00000,00017
1,-0228,00464,08528,-0002,00003,00009
0,-0162,00497,10911,-0005,-0008,-0010
1,-0292,00244,08512,-0006,00010,00003
0,-0138,00505,10840,00011,-0001,-0002
0,-0130,00584,10797,00008,-0002,-0011
1,-0140,00352,08476,-0010,00003,-0001
0,-0206,00508,10832,-0001,00000,00007
1,-0212,00488,08592,-0007,00002,00009
0,-0184,00500,10823,00002,00000,-0008
1,-0388,00412,08544,-0003,00011,00012
0,-0142,00487,10951,00004,-0003,-0004
1,-0304,00300,08592,-0004,-0004,00003
0,-0194,00467,10870,-0005,-0008,00008
1,-0300,00448,08444,00001,00004,00005
0,-0123,00499,10874,-0004,00017,-0006
1,-0272,00380,08572,00000,00007,00015
0,-0277,00522,10835,00009,-0015,-0011
1,-0216,00380,08592,-0003,00010,00008
0,-0141,00476,10829,-0004,-0003,00003
1,-0224,00424,08496,00011,00010,-0001
0,-0183,00483,10947,00000,00003,-0003
1,-0204,00364,08560,00004,00012,00008
0,-0140,00494,10922,00007,00007,00002
1,-0212,00324,08532,00004,-0002,00002
0,-0169,00494,10831,00007,00003,00000
1,-0288,00328,08536,00006,00006,00002
0,-0182,00557,10928,-0002,00007,00007
1,-0264,00460,08548,-0001,00005,-0001
0,-0156,00500,10865,00001,00010,00012
1,-0208,00336,08516,-0003,00010,00005
0,-0175,00518,10872,00001,-0019,-0005
1,-0240,00600,08652,00003,00002,-0006
0,-0158,00530,10846,00004,00000,-0014
1,-0200,00360,08488,00002,00009,00000
0,-0083,00467,10892,00004,00010,00020
1,-0284,00316,08504,00000,00010,-0003
0,-0188,00504,10893,00010,00005,00004
1,-0244,00316,08428,-0014,00007,-0005
0,-0191,00448,10903,00010,00007,00001
1,-0244,00408,08500,-0005,00001,-0006
0,-0116,00480,10868,-0005,-0015,-0027
1,-0212,00456,08532,-0005,00008,-0005
0,-0109,00526,10884,00006,-0003,00015
1,-0284,00380,08460,00000,00002,00000
0,-0208,00522,10848,00005,00013,-0021
1,-0216,00340,08516,00001,00007,00005
0,-0063,00481,10865,00002,00008,00022
1,-0364,00456,08444,00004,00008,00005
0,-0102,00502,10887,00000,-0014,00009
1,-0240,00368,08536,00000,-0002,00004
0,-0085,00513,10875,00009,00016,00009
1,-0180,00448,08512,-0005,00005,00008
0,-0118,00396,10863,00011,-0010,-0017
0,-0152,00567,10838,00008,-0001,00008
1,-0152,00432,08508,-0001,00004,00003
0,-0142,00568,10830,00000,00001,-0018
1,-0208,00360,08480,00005,00004,-0001
0,-0124,00532,10880,00008,-0002,00004
1,-0296,00340,08360,00001,00002,-0001
0,-0180,00507,10795,00003,00010,-0006
1,-0152,00312,08556,-0001,00006,00000
0,-0217,00479,10838,00000,-0002,-0002
1,-0248,00316,08496,00001,00011,00009
0,-0181,00525,10854,-0009,-0005,-0003
1,-0264,00464,08560,00004,00002,00010
0,-0135,00511,10813,-0009,-0009,00008
1,-0204,00372,08424,-0003,00003,00002
0,-0167,00454,10904,00008,00000,00007
1,-0192,00444,08424,-0008,00011,00008
0,-0114,00472,10903,-0007,-0007,-0019
1,-0200,00480,08548,-0008,00006,00004
0,-0120,00430,10831,00007,00002,00003
1,-0184,00512,08640,-0007,00009,00005
0,-0168,00473,10836,00009,00007,-0008
1,-0316,00400,08584,-0002,00005,00008
0,-0179,00459,10864,00007,00004,-0008
1,-0256,00432,08512,-0001,00008,00006
0,-0234,00411,10913,-0008,00001,00001
0,-0149,00498,10873,-0003,-0006,-0013
1,-0220,00316,08484,00010,00006,-0001
0,-0216,00466,10966,00015,-0010,-0008
1,-0264,00344,08564,-0009,00008,00002
0,-0154,00401,10890,00003,00009,00022
1,-0116,00300,08504,00005,00010,-0008
0,-0105,00502,10893,-0001,-0008,-0006
1,-0296,00312,08468,00000,00001,00005
0,-0110,00417,10935,-0001,-0008,-0012
1,-0200,00376,08608,-0011,00004,00005
0,-0104,00486,10932,-0004,-0007,00012
1,-0176,00372,08540,-0005,00000,-0008
0,-0154,00497,10840,00008,00003,-0012
1,-0184,00368,08628,-0002,00004,00005
0,-0080,00472,10895,00014,00009,00017
1,-0224,00344,08500,-0001,00004,00009
0,-0150,00432,10852,-0005,00008,00005
1,-0192,00416,08556,-0003,00006,00005
0,-0132,00473,10847,00006,00015,00004
1,-0340,00392,08556,-0004,00006,00005
0,-0066,00522,10895,00009,-0002,-0009
1,-0136,00340,08480,00004,00011,-0004
0,-0095,00412,10859,00019,00016,-0009
1,-0148,00436,08412,00001,00007,00005
0,-0129,00421,10927,00003,00011,00001
1,-0140,00444,08556,-0005,00007,-0002
0,-0051,00393,10931,00008,00004,-0004
1,-0156,00356,08508,00004,-0003,00002
0,-0101,00483,10826,00010,00003,00000
1,-0232,00384,08508,-0002,-0003,00003
0,-0103,00551,10937,00002,00005,-0003
1,-0252,00396,08452,00002,00004,-0002
0,-0098,00495,10834,-0008,-0004,-0006
1,-0316,00344,08472,-0006,00010,00001
0,-0107,00508,10881,00017,00014,00017
1,-0172,00336,08520,-0010,00014,-0008
0,-0056,00522,10893,00004,-0004,00011
1,-0192,00332,08464,-0002,00005,00001
0,-0102,00539,10823,00003,-0006,-0004
1,-0256,00404,08572,-0007,00006,-0006
0,-0153,00557,10812,00007,-0003,-0002
1,-0136,00512,08588,00002,00013,00006
0,-0125,00526,10902,-0004,-0005,00014
1,-0248,00504,08528,-0004,-0005,-0002
0,-0111,00528,10877,00004,00016,-0004
1,-0228,00340,08528,-0005,00008,00008
0,-0098,00521,10905,-0022,-0016,-0003
1,-0220,00364,08492,-0004,00009,00016
0,-0058,00543,10906,00010,00019,-0012
1,-0252,00476,08532,-0002,00012,00008
0,-0155,00439,10846,00009,00006,00005
1,-0292,00428,08564,00003,-0006,-0004
0,-0178,00479,10907,-0002,-0002,-0008
1,-0280,00396,08592,00000,00008,00012
0,-0225,00400,10874,00000,-0011,-0010
1,-0216,00368,08448,-0003,00001,00014
0,-0169,00379,10919,00009,00010,00002
1,-0200,00348,08548,-0002,00010,00002
0,-0182,00388,10850,-0010,-0010,00002
1,-0264,00332,08576,-0002,-0003,00000
0,-0173,00491,10844,00016,00011,-0003
1,-0300,00316,08512,00001,00010,00009
0,-0205,00452,10762,00005,00004,00009
1,-0288,00376,08560,-0002,00021,00012
0,-0196,00528,10832,00006,-0001,-0018
1,-0240,00332,08436,00001,00011,00013
0,-0187,00402,10790,00015,-0002,00008
1,-0228,00384,08432,-0012,00011,-0003
0,-0216,00417,10797,-0004,-0002,-0007
1,-0180,00460,08516,00000,00013,00005
0,-0156,00447,10759,00008,-0001,00024
1,-0280,00320,08492,00004,00010,-0001
0,-0181,00474,10837,00001,00002,-0009
1,-0244,00428,08484,-0004,00006,00012
0,-0032,00451,10924,00018,00003,00010
1,-0180,00500,08524,00002,00008,00005
0,-0049,00519,10963,00015,-0002,-0010
1,-0168,00380,08528,-0003,00017,00004
0,-0046,00576,10846,00027,00001,00005
1,-0188,00428,08500,00002,00006,00000
0,-0061,00603,10781,-0014,-0002,00001
1,-0176,00460,08608,-0005,00001,00004
0,-0099,00514,10902,-0009,00004,00004
1,-0228,00408,08500,00002,00010,00003
0,-0160,00474,10830,00008,00011,-0009
1,-0260,00472,08624,-0002,-0002,00004
0,-0087,00473,10945,-0007,00000,-0003
1,-0248,00424,08540,-0009,00000,-0003
0,-0117,00442,10970,-0005,00008,00005
1,-0272,00416,08512,-0013,00007,00006
0,-0121,00527,10949,-0005,-0007,-0016
1,-0284,00396,08572,00004,00006,00012
0,-0153,00474,10937,00009,-0009,00003
1,-0248,00488,08584,00005,00014,00007
0,-0071,00537,10803,00004,00008,00002
1,-0272,00452,08492,-0008,00007,00007
0,-0138,00529,10881,-0008,-0001,00001
1,-0204,00428,08416,00002,00005,00003
0,-0088,00383,10846,00014,-0002,-0010
1,-0312,00476,08572,-0007,00011,00001
0,-0187,00459,10832,00000,00000,00018
1,-0332,00460,08596,00002,00005,00004
0,-0199,00518,10862,00014,00006,-0007
1,-0280,00380,08512,-0016,00004,00006
0,-0190,00500,10884,-0012,-0012,00013
1,-0252,00336,08556,-0001,-0002,00010
0,-0312,00468,10881,-0006,00015,-0007
1,-0184,00372,08644,-0001,00009,00003
0,-0139,00481,10858,00001,-0014,-0005
1,-0280,00408,08536,-0003,00007,-0001
0,-0171,00436,10840,-0001,00005,00011
1,-0336,00276,08488,-0009,00006,00013
0,-0188,00429,10801,00009,00004,00008
1,-0304,00388,08476,00000,00003,00012
0,-0202,00421,10758,00010,-0005,-0001
1,-0272,00376,08480,-0002,00010,-0007
0,-0164,00528,10874,-0011,00000,00000
1,-0292,00428,08592,-0004,00006,00000
0,-0106,00511,10859,00006,-0004,-0008
1,-0300,00404,08568,-0010,00006,00007
0,-0179,00501,10922,-0004,00005,-0001
1,-0240,00392,08488,-0003,00006,00003
0,-0038,00509,10888,00003,00000,00005
1,-0196,00440,08512,-0006,-0009,00010
0,-0148,00469,10927,00009,00004,00005
1,-0180,00492,08472,00008,00001,-0002
0,-0111,00533,10908,00000,00001,-0009
1,-0304,00500,08632,-0003,00003,00000
0,-0047,00457,10852,00002,00009,00003
1,-0192,00460,08572,00000,00003,00007
0,-0069,00523,10896,00008,00002,00001
1,-0136,00444,08572,-0003,00006,00005
0,-0111,00537,10937,-0011,00010,-0009
1,-0332,00392,08432,-0001,00006,00012
0,-0095,00445,10921,00003,-0008,-0010
1,-0288,00412,08488,00000,00009,00001
0,-0042,00408,10869,00011,-0004,-0005
1,-0288,00452,08580,00002,00010,00005
0,-0100,00468,10871,00014,-0005,-0009
1,-0200,00408,08480,00000,00004,00008
0,-0059,00475,10825,00003,-0001,00009
1,-0332,00488,08572,-0004,00000,00004
0,-0078,00491,10906,00016,00001,-0020
1,-0176,00376,08532,-0002,00007,00003
0,-0154,00461,10836,-0007,-0002,00002
1,-0240,00392,08424,-0005,-0002,00006
0,-0184,00570,10827,-0001,-0001,00006
0,-0171,00437,10831,00001,-0005,00009
1,-0292,00284,08512,-0004,00008,00013
0,-0146,00488,10858,00011,00001,00005
1,-0172,00376,08616,-0006,00003,00004
0,-0158,00473,10912,-0003,00002,-0003
1,-0140,00396,08520,-0004,-0005,00001
0,-0159,00463,10857,00009,00011,00023
1,-0256,00328,08576,-0008,00013,00011
0,-0170,00461,10873,-0016,00000,-0019
1,-0252,00424,08588,-0002,00010,00010
0,-0169,00522,10865,-0006,00002,00014
1,-0296,00360,08444,-0008,00003,00009
0,-0170,00505,10879,00004,-0003,00005
1,-0228,00320,08528,-0001,00001,00007
0,-0234,00467,10912,00016,-0004,-0006
1,-0228,00384,08592,00006,00009,00007
0,-0136,00570,10924,00005,00003,00011
1,-0184,00400,08592,-0004,00000,-0006
0,-0161,00455,10856,00006,00007,-0011
1,-0316,00452,08556,00003,00008,00009
0,-0179,00506,10794,00005,-0016,00002
1,-0260,00424,08464,00004,00006,00004
0,-0187,00484,10798,-0006,-0001,-0005
1,-0296,00572,08468,00002,00001,00005
0,-0139,00501,10878,-0002,-0006,-0008
1,-0324,00444,08540,-0001,00000,00004
0,-0106,00398,10843,00012,00011,-0005
1,-0376,00312,08660,-0004,00004,00011
0,-0133,00399,10747,-0019,-0009,00007
1,-0232,00352,08616,-0003,00006,00007
0,-0096,00543,10913,00002,00002,-0003
1,-0260,00324,08484,-0010,00003,00007
0,-0131,00441,10863,00002,00009,00009
1,-0152,00480,08596,00006,00002,00010
0,-0140,00380,10888,-0010,-0010,00006
1,-0252,00468,08616,00004,00009,00005
0,-0082,00479,10823,00006,00009,-0004
1,-0452,00484,08508,00000,00014,00006
0,-0090,00446,10893,-0003,00008,-0018
1,-0176,00416,08540,00002,00001,00011
0,-0234,00461,10817,00009,-0001,00014
1,-0304,00368,08436,00008,00006,00007
0,-0122,00432,10919,00002,00009,00003
1,-0172,00432,08460,-0004,00003,00004
0,-0145,00577,10888,00009,00001,-0005
1,-0208,00436,08520,-0011,00004,00004
0,-0131,00473,10820,00016,00010,-0003
1,-0200,00412,08396,00004,00002,00000
0,-0125,00420,10866,-0018,-0018,-0002
1,-0260,00424,08560,-0009,00008,00001
0,-0174,00453,10845,00008,00001,-0017
1,-0212,00528,08484,00004,00001,-0002
0,-0196,00528,10827,00001,-0010,00001
1,-0264,00452,08568,00009,-0002,-0001
0,-0158,00529,10920,00009,00001,00002
1,-0204,00420,08580,00000,00006,-0003
0,-0208,00488,10816,00003,-0009,00002
1,-0280,00420,08532,00000,00004,00006
0,-0159,00478,10856,-0014,00008,00007
1,-0280,00524,08504,-0006,00002,-0001
0,-0144,00544,10927,00000,-0001,00001
1,-0140,00596,08500,-0003,00001,-0001
0,-0093,00551,10857,00006,-0002,-0007
1,-0264,00348,08424,-0001,00004,00008
0,-0219,00511,10809,00003,00013,00003
1,-0276,00376,08560,00001,00003,00011
0,-0153,00528,10883,-0005,-0007,00005
1,-0248,00528,08560,00003,00015,00001
0,-0088,00567,10854,-0005,-0003,-0001
1,-0216,00448,08540,00005,-0003,00007
0,-0147,00533,10897,-0004,00004,00004
1,-0284,00452,08456,-0001,00006,00004
0,-0126,00502,10789,-0017,00002,-0006
0,-0167,00445,10947,-0011,-0008,-0004
1,-0280,00304,08492,00001,00006,00004
0,-0140,00379,10910,00004,00014,-0012
1,-0212,00332,08656,00003,00013,00013
0,-0130,00467,10909,00001,-0002,00000
1,-0272,00356,08548,00004,00006,-0007
0,-0123,00452,10807,-0002,-0022,-0003
1,-0224,00424,08512,00000,00005,00003
0,-0143,00462,10869,00003,-0005,-0012
1,-0192,00356,08560,-0002,-0004,00008
0,-0138,00504,10883,00001,00001,00002
1,-0256,00344,08580,-0002,00005,00003
0,-0156,00470,10900,-0016,00009,00011
1,-0152,00420,08528,-0004,00006,00015
0,-0105,00386,10892,00009,-0008,-0009
1,-0248,00380,08448,00005,00005,00009
0,-0121,00492,10878,00007,00005,-0007
1,-0240,00400,08576,00005,00004,00000
0,-0074,00431,10767,00001,00005,-0003
1,-0268,00356,08632,00005,00004,00011
0,-0053,00444,10890,00007,-0002,-0007
1,-0204,00448,08444,-0003,00000,00002
0,-0109,00427,10947,00003,00005,00010
1,-0232,00324,08392,00003,00003,00012
0,-0097,00525,10841,00017,-0002,-0003
0,-0214,00509,10829,00004,-0002,-0004
1,-0232,00464,08560,-0004,00004,00007
0,-0225,00549,10857,00005,00016,-0001
1,-0260,00384,08588,00010,00007,00006
0,-0181,00512,10938,00006,-0009,00012
1,-0244,00400,08564,-0008,00014,-0003
0,-0161,00524,10878,00007,00020,00002
1,-0256,00416,08540,-0003,00009,00005
0,-0193,00521,10889,00007,-0001,00001
1,-0264,00336,08420,00002,00009,00003
0,-0216,00478,10837,-0010,-0011,00007
1,-0284,00424,08440,-0007,00013,00000
0,-0185,00489,10860,-0003,00009,-0014
1,-0272,00380,08500,-0004,00011,00006
0,-0210,00453,10801,00003,00003,00009
1,-0200,00436,08516,-0008,00004,00001
0,-0166,00561,10786,00001,-0001,-0002
1,-0292,00428,08436,00005,00008,00006
0,-0202,00504,10793,00008,00013,00002
1,-0292,00496,08520,-0003,-0002,00003
0,-0176,00530,10883,00014,-0005,-0007
1,-0324,00564,08464,-0007,00001,00010
0,-0228,00455,10795,-0006,00006,00000
1,-0208,00344,08568,00005,00001,-0002
0,-0066,00509,10917,00004,00000,00013
1,-0296,00376,08508,-0002,00002,00000
0,-0123,00509,10874,00002,-0007,-0015
1,-0180,00448,08500,00002,00004,00002
0,-0075,00488,10967,00000,00004,-0006
1,-0132,00420,08556,00000,00007,00009
0,-0132,00471,10880,-0014,-0008,00008
1,-0180,00380,08568,00006,00009,00019
0,00021,00461,10978,-0005,-0003,-0002
1,-0204,00364,08472,00004,00001,00004
0,-0078,00531,10885,00003,00001,-0011
1,-0220,00416,08556,-0008,00003,-0014
0,-0118,00524,10850,00010,00005,-0001
1,-0244,00428,08592,-0001,00002,00001
0,-0173,00540,10889,00008,-0023,-0008
1,-0216,00436,08436,00008,00004,-0006
0,-0107,00484,10879,-0008,00014,-0012
1,-0244,00352,08488,-0008,00010,00008
0,-0129,00524,10849,00004,00013,-0002
1,-0276,00388,08488,-0003,00010,00006
0,-0176,00486,10841,00003,00001,-0010
1,-0108,00436,08504,-0002,00000,00003
0,-0177,00432,10847,00012,-0011,00017
1,-0272,00400,08512,00009,00004,00006
0,-0140,00390,10896,00004,00006,-0027
0,-0207,00503,10809,00006,00006,-0014
1,-0352,00484,08524,-0007,00003,00007
0,-0196,00455,10778,00005,00001,00012
1,-0240,00304,08568,-0013,00007,-0001
0,-0206,00465,10791,-0018,-0009,-0016
1,-0188,00392,08564,00004,00014,00016
0,-0241,00482,10824,00012,-0002,00004
1,-0248,00468,08492,-0009,00008,-0006
0,-0193,00486,10861,-0009,00002,-0001
1,-0312,00492,08512,-0001,00012,00001
0,-0142,00404,10873,00002,-0014,00002
1,-0320,00372,08508,-0005,00012,-0001
0,-0201,00586,10870,00011,00000,-0008
1,-0200,00340,08524,-0006,00008,00005
0,-0174,00556,10773,-0006,00001,00005
1,-0224,00352,08512,-0001,00004,00015
0,-0217,00450,10854,00008,00008,-0010
1,-0228,00424,08504,-0010,00010,00008
0,-0126,00456,10986,00011,00003,00011
1,-0244,00376,08376,00012,00002,00003
0,-0083,00439,10848,00001,00009,-0013
1,-0300,00376,08516,-0001,00004,00003
0,-0204,00457,10798,-0007,-0009,-0004
1,-0328,00436,08412,00001,00006,-0002
0,-0231,00505,10853,00013,00005,00018
0,-0131,00546,10893,00011,00007,00016
1,-0208,00504,08456,00008,00004,-0002
0,-0166,00529,10885,00007,00010,00009
1,-0240,00320,08488,00008,00004,00002
0,-0135,00516,10876,-0004,-0011,00021
1,-0232,00508,08548,-0004,00007,00002
